,ID,REF,CANTIDAD,CATEGORIA,SUBCATEGORIA,DETALLE_1,DETALLE_2
715,XA0340,XA0340:00029:,27,SALAS Y SOFAS,RECLINABLES,29.0,
716,XA0341,XA0341:00029:,12,SALAS Y SOFAS,RECLINABLES,29.0,
717,XA0344,XA0344:00009:,11,SALAS Y SOFAS,RECLINABLES,9.0,
718,XA0346,XA0346:00009:,70,SALAS Y SOFAS,RECLINABLES,9.0,
719,XA0347,XA0347:00009:,62,SALAS Y SOFAS,RECLINABLES,9.0,
720,XA0529,XA0529:00009:,1,SALAS Y SOFAS,RECLINABLES,9.0,
721,XA0680,XA0680:00005:,1,SALAS Y SOFAS,RECLINABLES,5.0,
722,XA0714,XA0714:00036:,3,SALAS Y SOFAS,RECLINABLES,36.0,
723,XA0748,XA0748:00092:,1,SALAS Y SOFAS,RECLINABLES,92.0,
724,XA0751,XA0751:00118:,2,SALAS Y SOFAS,RECLINABLES,118.0,
725,XC0005,XC0005:00029:,44,SALAS Y SOFAS,RECLINABLES,29.0,
726,XC0007,XC0007:00005:,5,SALAS Y SOFAS,RECLINABLES,5.0,
727,XC0008,XC0008:00005:,1,SALAS Y SOFAS,RECLINABLES,5.0,
728,XC0011,XC0011:00009:,12,SALAS Y SOFAS,RECLINABLES,9.0,
729,XC0015,XC0015:00009:,1,SALAS Y SOFAS,RECLINABLES,9.0,
730,XZ0498,XZ0498:00009:,2,SALAS Y SOFAS,RECLINABLES,9.0,
731,XZ0758,XZ0758:00036:,2,SALAS Y SOFAS,RECLINABLES,36.0,
732,XA0051,XA0051:00029:,2,SALAS Y SOFAS,SILLAS AUXILIARES,29.0,
733,XA0302,XA0302:00029:,3,SALAS Y SOFAS,SILLAS AUXILIARES,29.0,
734,XA0303,XA0303:00024:,3,SALAS Y SOFAS,SILLAS AUXILIARES,24.0,
735,XA0377,XA0377:00123:,2,SALAS Y SOFAS,SILLAS AUXILIARES,123.0,
736,XA0393,XA0393:00009:,11,SALAS Y SOFAS,SILLAS AUXILIARES,9.0,
737,XA0395,XA0395:00046:,135,SALAS Y SOFAS,SILLAS AUXILIARES,46.0,
738,XA0396,XA0396:00108:,129,SALAS Y SOFAS,SILLAS AUXILIARES,108.0,
739,XA0397,XA0397:00118:,73,SALAS Y SOFAS,SILLAS AUXILIARES,118.0,
740,XA0442,XA0442:00024:,2,SALAS Y SOFAS,SILLAS AUXILIARES,24.0,
741,XA0443,XA0443:00005:,3,SALAS Y SOFAS,SILLAS AUXILIARES,5.0,
742,XA0444,XA0444:00050:,3,SALAS Y SOFAS,SILLAS AUXILIARES,50.0,
743,XA0445,XA0445:00024:,3,SALAS Y SOFAS,SILLAS AUXILIARES,24.0,
744,XA0740,XA0740:00046:,5,SALAS Y SOFAS,SILLAS AUXILIARES,46.0,
745,XA0793,XA0793:00001:,2,SALAS Y SOFAS,SILLAS AUXILIARES,1.0,
746,XA0795,XA0795:00046:,28,SALAS Y SOFAS,SILLAS AUXILIARES,46.0,
747,XA0796,XA0796:00108:,17,SALAS Y SOFAS,SILLAS AUXILIARES,108.0,
748,XA0797,XA0797:00009:,40,SALAS Y SOFAS,SILLAS AUXILIARES,9.0,
749,XC0073,XC0073:00201:,2,SALAS Y SOFAS,SILLAS AUXILIARES,201.0,
750,XN0571,XN0571:00009:,2,SALAS Y SOFAS,SILLAS AUXILIARES,9.0,
751,XR0211,XR0211:00036:,5,SALAS Y SOFAS,SILLAS AUXILIARES,36.0,
752,XR0219,XR0219:00024:,15,SALAS Y SOFAS,SILLAS AUXILIARES,24.0,
753,XR0230,XR0230:00005:,2,SALAS Y SOFAS,SILLAS AUXILIARES,5.0,
754,XR0231,XR0231:00024:,2,SALAS Y SOFAS,SILLAS AUXILIARES,24.0,
755,XR0232,XR0232:00001:,2,SALAS Y SOFAS,SILLAS AUXILIARES,1.0,
756,XY0264,XY0264:00030:,2,SALAS Y SOFAS,SILLAS AUXILIARES,30.0,
757,XY0326,XY0326:00001:,2,SALAS Y SOFAS,SILLAS AUXILIARES,1.0,
758,XY0381,XY0381:00030:,2,SALAS Y SOFAS,SILLAS AUXILIARES,30.0,
759,XZ0037,XZ0037:00005:,5,SALAS Y SOFAS,SILLAS AUXILIARES,5.0,
760,XZ0265,XZ0265:00005:,103,SALAS Y SOFAS,SILLAS AUXILIARES,5.0,
761,XZ0266,XZ0266:00046:,66,SALAS Y SOFAS,SILLAS AUXILIARES,46.0,
762,XZ0347,XZ0347:00034:,3,SALAS Y SOFAS,SILLAS AUXILIARES,34.0,
763,XZ0349,XZ0349:00043:,7,SALAS Y SOFAS,SILLAS AUXILIARES,43.0,
764,XZ0360,XZ0360:00009:,6,SALAS Y SOFAS,SILLAS AUXILIARES,9.0,
765,XZ0394,XZ0394:00009:,4,SALAS Y SOFAS,SILLAS AUXILIARES,9.0,
766,XZ0405,XZ0405:00036:,5,SALAS Y SOFAS,SILLAS AUXILIARES,36.0,
767,XZ0413,XZ0413:00029:,2,SALAS Y SOFAS,SILLAS AUXILIARES,29.0,
768,XZ0416,XZ0416:00005:,3,SALAS Y SOFAS,SILLAS AUXILIARES,5.0,
769,XZ0420,XZ0420:00058:,26,SALAS Y SOFAS,SILLAS AUXILIARES,58.0,
770,XZ0421,XZ0421:00012:,2,SALAS Y SOFAS,SILLAS AUXILIARES,12.0,
771,XZ0423,XZ0423:00034:,12,SALAS Y SOFAS,SILLAS AUXILIARES,34.0,
772,XZ0439,XZ0439:00040:,2,SALAS Y SOFAS,SILLAS AUXILIARES,40.0,
773,XZ0855,XZ0855:00029:,6,SALAS Y SOFAS,SILLAS AUXILIARES,29.0,
774,XZ0859,XZ0859:00046:,3,SALAS Y SOFAS,SILLAS AUXILIARES,46.0,
775,XZ0972,XZ0972:00024:,3,SALAS Y SOFAS,SILLAS AUXILIARES,24.0,
776,XA0754,XA0754:00009:,6,SALAS Y SOFAS,SALA EN L,9.0,
777,XA0808,XA0808:00009:,10,SALAS Y SOFAS,SALA EN L,9.0,
778,XC0092,XC0092::,2,SALAS Y SOFAS,SALA EN L,,
779,XC0095,XC0095::,11,SALAS Y SOFAS,SALA EN L,,
780,XC0097,XC0097::,10,SALAS Y SOFAS,SALA EN L,,
781,XZ0636,XZ0636:00005:,2,SALAS Y SOFAS,SALA EN L,5.0,
782,D00040,D00040:00071:00071,1,SALAS Y SOFAS,SOFA CAMA ABATIBLE,71.0,71.0
783,D00538,D00538:00188:00188,4,SALAS Y SOFAS,SOFA CAMA ABATIBLE,188.0,188.0
784,D00935,D00935:00048:00048,1,SALAS Y SOFAS,SOFA CAMA ABATIBLE,48.0,48.0
785,D00935,D00935:00051:00051,1,SALAS Y SOFAS,SOFA CAMA ABATIBLE,51.0,51.0
786,D00527,D00527:00075:00075,1,SALAS Y SOFAS,SOFA CAMA EN L,75.0,75.0
787,D00147,D00147:00002:,1,SALAS Y SOFAS,SILLAS DE OFICINA,2.0,
788,XA0020,XA0020:00009:,3,SALAS Y SOFAS,SALA IMPORTADA,9.0,
789,XR0922,XR0922:00009:,8,SALAS Y SOFAS,SALA IMPORTADA,9.0,
790,XZ0328,XZ0328:00036:,2,SALAS Y SOFAS,SALA IMPORTADA,36.0,
791,XZ0753,XZ0753:00031:,2,SALAS Y SOFAS,SALA IMPORTADA,31.0,
792,XZ0782,XZ0782:00005:,7,SALAS Y SOFAS,SALA IMPORTADA,5.0,
793,XZ0782,XZ0782:00009:,2,SALAS Y SOFAS,SALA IMPORTADA,9.0,
794,XZ0782,XZ0782:00029:,1,SALAS Y SOFAS,SALA IMPORTADA,29.0,
795,D00038,D00038:00433:00433,1,SALAS Y SOFAS,SOFA 2P,433.0,433.0
796,D00038,D00038:00436:00436,1,SALAS Y SOFAS,SOFA 2P,436.0,436.0
797,D00050,D00050:00106:00106,2,SALAS Y SOFAS,SOFA 2P,106.0,106.0
798,D00050,D00050:00172:00172,3,SALAS Y SOFAS,SOFA 2P,172.0,172.0
799,D00050,D00050:00173:00173,8,SALAS Y SOFAS,SOFA 2P,173.0,173.0
800,D00050,D00050:00174:00174,1,SALAS Y SOFAS,SOFA 2P,174.0,174.0
801,D00050,D00050:00184:00184,2,SALAS Y SOFAS,SOFA 2P,184.0,184.0
802,D00069,D00069:00013:00013,1,SALAS Y SOFAS,SOFA 2P,13.0,13.0
803,D00069,D00069:00068:00068,2,SALAS Y SOFAS,SOFA 2P,68.0,68.0
804,D00069,D00069:00069:00069,1,SALAS Y SOFAS,SOFA 2P,69.0,69.0
805,D00069,D00069:00146:00146,1,SALAS Y SOFAS,SOFA 2P,146.0,146.0
806,D00069,D00069:00147:00147,1,SALAS Y SOFAS,SOFA 2P,147.0,147.0
807,D00529,D00529:00194:00194,2,SALAS Y SOFAS,SOFA 2P,194.0,194.0
808,D00534,D00534:00067:00067,1,SALAS Y SOFAS,SOFA 2P,67.0,67.0
809,D00534,D00534:00132:00132,1,SALAS Y SOFAS,SOFA 2P,132.0,132.0
810,D00544,D00544:00058:00058,4,SALAS Y SOFAS,SOFA 2P,58.0,58.0
811,D00544,D00544:00062:00062,2,SALAS Y SOFAS,SOFA 2P,62.0,62.0
812,D00549,D00549:00404:00404,8,SALAS Y SOFAS,SOFA 2P,404.0,404.0
813,D00914,D00914:00141:00141,2,SALAS Y SOFAS,SOFA 2P,141.0,141.0
814,D00914,D00914:00146:00146,1,SALAS Y SOFAS,SOFA 2P,146.0,146.0
815,D00914,D00914:00147:00147,1,SALAS Y SOFAS,SOFA 2P,147.0,147.0
816,D00981,D00981:00067:00067,1,SALAS Y SOFAS,SOFA 2P,67.0,67.0
817,D00981,D00981:00132:00132,1,SALAS Y SOFAS,SOFA 2P,132.0,132.0
818,D00986,D00986:00061:00061,3,SALAS Y SOFAS,SOFA 2P,61.0,61.0
819,D00986,D00986:00081:00081,1,SALAS Y SOFAS,SOFA 2P,81.0,81.0
820,D01166,D01166:00072:00072,3,SALAS Y SOFAS,SOFA 2P,72.0,72.0
821,D01166,D01166:00074:00074,1,SALAS Y SOFAS,SOFA 2P,74.0,74.0
822,D01306,D01306:00074:00074,1,SALAS Y SOFAS,SOFA 2P,74.0,74.0
823,D01306,D01306:00075:00075,1,SALAS Y SOFAS,SOFA 2P,75.0,75.0
824,D01655,D01655:00130:00129,1,SALAS Y SOFAS,SOFA 2P,130.0,129.0
825,D01655,D01655:00130:00130,2,SALAS Y SOFAS,SOFA 2P,130.0,130.0
826,H01024,H01024:00068:00068,1,SALAS Y SOFAS,SOFA 2P,68.0,68.0
827,H01024,H01024:00145:00145,4,SALAS Y SOFAS,SOFA 2P,145.0,145.0
828,H01024,H01024:00196:00196,2,SALAS Y SOFAS,SOFA 2P,196.0,196.0
829,H01024,H01024:00213:00213,1,SALAS Y SOFAS,SOFA 2P,213.0,213.0
830,XA0100-2,XA0100-2:00005:,3,SALAS Y SOFAS,SOFA 2P,5.0,
831,XA0564,XA0564:00009:,18,SALAS Y SOFAS,SOFA 2P,9.0,
832,XA0565,XA0565:00082:,8,SALAS Y SOFAS,SOFA 2P,82.0,
833,XC0088-2,XC0088-2:00009:,6,SALAS Y SOFAS,SOFA 2P,9.0,
834,XC0089-2,XC0089-2:00029:,7,SALAS Y SOFAS,SOFA 2P,29.0,
835,XC0090-2,XC0090-2:00001:,2,SALAS Y SOFAS,SOFA 2P,1.0,
836,XC0098,XC0098:00029:,8,SALAS Y SOFAS,SOFA 2P,29.0,
837,XC0099,XC0099:00046:,6,SALAS Y SOFAS,SOFA 2P,46.0,
838,XC0101,XC0101:00046:,1,SALAS Y SOFAS,SOFA 2P,46.0,
839,XC0141,XC0141::,1,SALAS Y SOFAS,SOFA 2P,,
840,XC0142,XC0142::,1,SALAS Y SOFAS,SOFA 2P,,
841,XZ0295,XZ0295:00005:,3,SALAS Y SOFAS,SOFA 2P,5.0,
842,D00039,D00039:00436:00436,1,SALAS Y SOFAS,SOFA 3P,436.0,436.0
843,D00051,D00051:00172:00172,4,SALAS Y SOFAS,SOFA 3P,172.0,172.0
844,D00051,D00051:00173:00173,6,SALAS Y SOFAS,SOFA 3P,173.0,173.0
845,D00070,D00070:00013:00013,1,SALAS Y SOFAS,SOFA 3P,13.0,13.0
846,D00070,D00070:00128:00128,1,SALAS Y SOFAS,SOFA 3P,128.0,128.0
847,D00070,D00070:00146:00146,1,SALAS Y SOFAS,SOFA 3P,146.0,146.0
848,D00530,D00530:00154:00154,3,SALAS Y SOFAS,SOFA 3P,154.0,154.0
849,D00545,D00545:00067:00067,1,SALAS Y SOFAS,SOFA 3P,67.0,67.0
850,D00545,D00545:00213:00213,1,SALAS Y SOFAS,SOFA 3P,213.0,213.0
851,D00547,D00547:00061:00061,10,SALAS Y SOFAS,SOFA 3P,61.0,61.0
852,D00547,D00547:00197:00197,3,SALAS Y SOFAS,SOFA 3P,197.0,197.0
853,D00548,D00548:00061:00061,12,SALAS Y SOFAS,SOFA 3P,61.0,61.0
854,D00548,D00548:00197:00197,3,SALAS Y SOFAS,SOFA 3P,197.0,197.0
855,D00550,D00550:00406:00406,1,SALAS Y SOFAS,SOFA 3P,406.0,406.0
856,D00915,D00915:00008:00008,1,SALAS Y SOFAS,SOFA 3P,8.0,8.0
857,D00915,D00915:00141:00141,3,SALAS Y SOFAS,SOFA 3P,141.0,141.0
858,D00915,D00915:00147:00147,2,SALAS Y SOFAS,SOFA 3P,147.0,147.0
859,D00985,D00985:00061:00061,6,SALAS Y SOFAS,SOFA 3P,61.0,61.0
860,D00985,D00985:00071:00071,1,SALAS Y SOFAS,SOFA 3P,71.0,71.0
861,D01656,D01656:00129:00129,3,SALAS Y SOFAS,SOFA 3P,129.0,129.0
862,H01025,H01025:00213:00213,1,SALAS Y SOFAS,SOFA 3P,213.0,213.0
863,XA0502,XA0502:00009:,1,SALAS Y SOFAS,SOFA 3P,9.0,
864,XC0088-3,XC0088-3:00009:,1,SALAS Y SOFAS,SOFA 3P,9.0,
865,XC0089-3,XC0089-3:00029:,7,SALAS Y SOFAS,SOFA 3P,29.0,
866,XC0090-3,XC0090-3:00001:,2,SALAS Y SOFAS,SOFA 3P,1.0,
867,XZ0290,XZ0290:00043:,2,SALAS Y SOFAS,SOFA 3P,43.0,
868,XA0228,XA0228:00001:,4,SALAS Y SOFAS,SOFACAMAS,1.0,
869,XC0036,XC0036:00029:,8,SALAS Y SOFAS,SOFACAMAS,29.0,
870,XC0080,XC0080:00029:,62,SALAS Y SOFAS,SOFACAMAS,29.0,
871,XC0081,XC0081:00108:,65,SALAS Y SOFAS,SOFACAMAS,108.0,
872,XC0082,XC0082:00029:,25,SALAS Y SOFAS,SOFACAMAS,29.0,
873,XC0083,XC0083:00046:,2,SALAS Y SOFAS,SOFACAMAS,46.0,
874,XC0085,XC0085:00009:,22,SALAS Y SOFAS,SOFACAMAS,9.0,
875,XZ0064,XZ0064:00005:,4,SALAS Y SOFAS,SOFACAMAS,5.0,
876,XZ0081,XZ0081:00069:,4,SALAS Y SOFAS,SOFACAMAS,69.0,
877,XZ0212,XZ0212:00009:,4,SALAS Y SOFAS,SOFACAMAS,9.0,
878,XZ0292,XZ0292:00029:,4,SALAS Y SOFAS,SOFACAMAS,29.0,
879,D00036,D00036:00210:00210,1,SALAS Y SOFAS,SOFAS L,210.0,210.0
880,D00046,D00046:00061:00061,1,SALAS Y SOFAS,SOFAS L,61.0,61.0
881,D00047,D00047:00061:00061,1,SALAS Y SOFAS,SOFAS L,61.0,61.0
882,D00514,D00514:00061:00061,1,SALAS Y SOFAS,SOFAS L,61.0,61.0
883,XC0091,XC0091:00029:,5,SALAS Y SOFAS,SOFAS L,29.0,
884,BR0040,BR0040::,29,SALAS Y SOFAS,ESTANTE,,
885,BR0046,BR0046::,22,SALAS Y SOFAS,ESTANTE,,
886,BR0047,BR0047::,35,SALAS Y SOFAS,ESTANTE,,
887,BR0048,BR0048::,14,SALAS Y SOFAS,ESTANTE,,
888,XN0496,XN0496:00026:,4,SALAS Y SOFAS,ESTANTE,26.0,
889,XY0255,XY0255:00005:,5,SALAS Y SOFAS,ESTANTE,5.0,
890,XZ0173,XZ0173:00046:,6,SALAS Y SOFAS,ESTANTE,46.0,
891,XZ0175,XZ0175:00046:,2,SALAS Y SOFAS,ESTANTE,46.0,
892,XZ0192,XZ0192:00002:,14,SALAS Y SOFAS,ESTANTE,2.0,
893,XZ0197,XZ0197:00002:,2,SALAS Y SOFAS,ESTANTE,2.0,
894,XZ0263,XZ0263:00132:,4,SALAS Y SOFAS,ESTANTE,132.0,
895,XZ0267,XZ0267:00001:,3,SALAS Y SOFAS,ESTANTE,1.0,
896,XZ0486,XZ0486:00001:,18,SALAS Y SOFAS,ESTANTE,1.0,
897,XZ0875,XZ0875:00016:,12,SALAS Y SOFAS,ESTANTE,16.0,
898,XZ0876,XZ0876:00016:,3,SALAS Y SOFAS,ESTANTE,16.0,
899,XZ0941,XZ0941:00136:,2,SALAS Y SOFAS,ESTANTE,136.0,
900,XC0086,XC0086:00062:,9,ESTUDIO,BIBLIOTECAS,62.0,
901,BR0004,BR0004:00193:,53,ESTUDIO,ESCRITORIOS,193.0,
902,BR0005,BR0005:00193:,40,ESTUDIO,ESCRITORIOS,193.0,
903,BR0012,BR0012:00194:,31,ESTUDIO,ESCRITORIOS,194.0,
904,BR0014,BR0014:00001:,29,ESTUDIO,ESCRITORIOS,1.0,
905,BR0020,BR0020:00001:,48,ESTUDIO,ESCRITORIOS,1.0,
906,BR0021,BR0021:00159:,6,ESTUDIO,ESCRITORIOS,159.0,
907,BR0022,BR0022:00001:,12,ESTUDIO,ESCRITORIOS,1.0,
908,BR0023,BR0023:00159:,8,ESTUDIO,ESCRITORIOS,159.0,
909,BR0024,BR0024:00197:,35,ESTUDIO,ESCRITORIOS,197.0,
910,BR0025,BR0025:00001:,28,ESTUDIO,ESCRITORIOS,1.0,
911,BR0026,BR0026:00001:,17,ESTUDIO,ESCRITORIOS,1.0,
912,BR0027,BR0027:00001:,13,ESTUDIO,ESCRITORIOS,1.0,
913,BR0028,BR0028:00001:,74,ESTUDIO,ESCRITORIOS,1.0,
914,BR0029,BR0029:00197:,2,ESTUDIO,ESCRITORIOS,197.0,
915,BR0030,BR0030:00200:,48,ESTUDIO,ESCRITORIOS,200.0,
916,BR0035,BR0035:00199:,14,ESTUDIO,ESCRITORIOS,199.0,
917,D00121,D00121:00021:,1,ESTUDIO,ESCRITORIOS,21.0,
918,D00122,D00122:00021:,1,ESTUDIO,ESCRITORIOS,21.0,
919,BR0002,BR0002:00193:,27,ESTUDIO,ESTANTES,193.0,
920,BR0003,BR0003:00194:,25,ESTUDIO,ESTANTES,194.0,
921,BR0006,BR0006:00196:,7,ESTUDIO,ESTANTES,196.0,
922,BR0007,BR0007:00195:,3,ESTUDIO,ESTANTES,195.0,
923,BR0008,BR0008:00012:,10,ESTUDIO,ESTANTES,12.0,
924,BR0009,BR0009:00196:,1,ESTUDIO,ESTANTES,196.0,
925,BR0034,BR0034:00001:,23,ESTUDIO,ESTANTES,1.0,
926,XC0024,XC0024:00061:,22,ESTUDIO,ESTANTES,61.0,
927,XC0025,XC0025:00141:,31,ESTUDIO,ESTANTES,141.0,
928,XC0026,XC0026:00141:,28,ESTUDIO,ESTANTES,141.0,
929,XC0027,XC0027:00141:,19,ESTUDIO,ESTANTES,141.0,
930,XC0155,XC0155::,1,ESTUDIO,SILLAS DE OFICINA,,
931,XC0156,XC0156::,16,ESTUDIO,SILLAS DE OFICINA,,
932,XC0157,XC0157::,12,ESTUDIO,SILLAS DE OFICINA,,
933,XC0159,XC0159::,14,ESTUDIO,SILLAS DE OFICINA,,
934,XC0160,XC0160::,2,ESTUDIO,SILLAS DE OFICINA,,
935,XC0161,XC0161::,97,ESTUDIO,SILLAS DE OFICINA,,
936,XC0162,XC0162::,66,ESTUDIO,SILLAS DE OFICINA,,
937,XC0163,XC0163::,99,ESTUDIO,SILLAS DE OFICINA,,
938,XC0063,XC0063::,20,ESTUDIO,ESTANTE,,
939,XC0104,XC0104:00051:,21,ESTUDIO,ESTANTE,51.0,
940,XC0105,XC0105:00051:,9,ESTUDIO,ESTANTE,51.0,
